Partners,date,DairyEggHoney,Cereal,Fish,FruitNut,LiveAnimal,Meat,Vegetables,TotalBalance,Rate Per Million,sub-region
Canada,1/1/2021 0:00,-23825,686544,125932,-360689,69462,335709,-4694,872636,2337,Northern America
Chile,1/1/2021 0:00,-28810,-80431,445999,1354308,-862,-40648,16824,1710577,1636,Latin America and the Caribbean
China,1/1/2021 0:00,-1228871,-1689382,-12446,-1234371,-113189,-2775707,510599,-6499170,0,Eastern Asia
Colombia,1/1/2021 0:00,-37589,-168353,-16092,91562,13009,-11200,-8013,-92479,3371,Latin America and the Caribbean
Costa Rica,1/1/2021 0:00,5900,-35370,-602,173373,-400,3352,9775,200225,2306,Latin America and the Caribbean
Croatia,1/1/2021 0:00,-14881,13998,17324,-14512,13262,-21181,-13188,25019,5334,Southern Europe
Cyprus,1/1/2021 0:00,17840,-8244,-1693,-2803,308,-3754,838,46689,7211,Western Asia
Bolivia (Plurinational State of),2/1/2020 0:00,190,-970,-904,8677,-1241,2203,447,52264,0,Latin America and the Caribbean
Denmark,1/1/2021 0:00,146884,16783,70699,-63488,87196,276798,-32819,546250,6484,Northern Europe
Ecuador,1/1/2021 0:00,-500,-20742,262897,338584,-1379,-1148,16194,638103,468,Latin America and the Caribbean
El Salvador,1/1/2021 0:00,-17432,-20711,563,-9555,32,-17037,-8477,-28420,552,Latin America and the Caribbean
Estonia,1/1/2021 0:00,11007,1429,4464,-9088,2056,-4394,-5688,43983,5847,Northern Europe
Eswatini,1/1/2021 0:00,-2509,-4682,-203,-259,-20,-315,-829,35380,1945,Sub-Saharan Africa
Ethiopia,1/1/2021 0:00,-4242,-83406,-40,-561,1849,5359,52591,15747,48,Sub-Saharan Africa
Fiji,1/1/2021 0:00,-3600,-9194,4638,-426,-227,-2219,-1430,31739,3,Melanesia
Finland,1/1/2021 0:00,8336,6132,-8616,-47896,-189,433,-25339,-22942,689,Northern Europe
France,1/1/2021 0:00,276542,595220,-293647,-397063,171182,-69115,-123979,203337,2923,Western Europe
Georgia,1/1/2021 0:00,-2639,-8003,-2070,8716,542,-7223,-636,32884,6133,Western Asia
Germany,1/1/2021 0:00,90998,-13834,-226691,-821268,-17492,78979,-667855,-1532966,3286,Western Europe
"Taiwan, Province of China",2/1/2020 0:00,-50918,-146120,31617,-26255,-676,-130650,-3006,-282146,0,Eastern Asia
Greece,1/1/2021 0:00,-6294,-34508,31383,96621,-2872,-79585,7622,56564,951,Southern Europe
"Korea, Republic of",2/1/2020 0:00,-89342,-319453,-230183,-90968,-2414,-342889,-21752,-1053139,0,Eastern Asia
Hungary,1/1/2021 0:00,9403,188569,-455,-2347,19581,17322,1991,278261,3041,Eastern Europe
Iceland,1/1/2021 0:00,-109,-1529,135861,-4065,876,727,-2269,173689,437,Northern Europe
Indonesia,1/1/2021 0:00,8132,-222196,234010,-54389,-27363,-47462,-59381,-124452,366,South-eastern Asia
Ireland,1/1/2021 0:00,80545,-36146,40116,-33872,-584,217074,-15201,296129,3066,Northern Europe
Israel,1/1/2021 0:00,-11723,-73447,-41535,44843,-43804,-50647,9666,-122450,6281,Western Asia
Italy,1/1/2021 0:00,17117,-247981,-314052,112925,-138218,-155113,82612,-598513,3439,Southern Europe
Japan,1/1/2021 0:00,-127640,-463654,-713044,-131646,-24934,-753825,-172607,-2343153,360,Eastern Asia
Kazakhstan,1/1/2021 0:00,-15773,115177,-4185,-30269,1336,-4790,-3197,102496,620,Central Asia
Kyrgyzstan,1/1/2021 0:00,3148,-1483,625,-2864,-690,-2817,3619,43735,374,Central Asia
Cabo Verde,2/1/2020 0:00,-2009,-1989,105,-1199,-36,-1147,-1285,36302,0,Sub-Saharan Africa
Latvia,1/1/2021 0:00,12807,41505,-4763,-7298,2640,-6704,-6879,75505,6528,Northern Europe
Curaçao,2/1/2020 0:00,-1562,-466,-1326,-1715,-51,-3630,-1556,33556,0,Latin America and the Caribbean
Aruba,2/1/2020 0:00,-2766,-403,-1557,-1872,-31,-3894,-1890,31449,0,Latin America and the Caribbean
Lithuania,1/1/2021 0:00,18837,80268,3109,-10535,-372,-5602,-2549,127353,14419,Northern Europe
Macao,2/1/2020 0:00,-3757,-2864,-4851,-4292,-3590,-10976,-3414,10118,0,Eastern Asia
Luxembourg,1/1/2021 0:00,6279,-5475,-7693,-20682,1649,-9899,-9617,-1241,4233,Western Europe
Madagascar,1/1/2021 0:00,-1064,-34333,7570,250,-10,-5,915,17520,4,Sub-Saharan Africa
Malaysia,1/1/2021 0:00,-24795,-112605,-46097,-85507,15866,-63945,-78872,-351758,740,South-eastern Asia
Hong Kong,2/1/2020 0:00,-77104,-34467,-133945,-106664,-45033,-407748,-57866,-818965,0,Eastern Asia
Malta,1/1/2021 0:00,-4192,-1573,-461,-3621,-16,-5661,-1864,26809,2596,Southern Europe
Mauritius,1/1/2021 0:00,-7448,-13323,-10576,-2418,2900,-2049,-2678,8605,2,Sub-Saharan Africa
Morocco,1/1/2021 0:00,-15563,-176316,112298,216684,-3851,-1194,201676,377931,765,Northern Africa
Namibia,1/1/2021 0:00,-3467,-8757,57801,6647,3421,941,-2321,98462,2514,Sub-Saharan Africa
Netherlands,1/1/2021 0:00,440949,-261485,85013,-68749,58422,434044,244209,976600,8248,Western Europe
New Zealand,1/1/2021 0:00,1028644,-31978,55525,32052,17810,447538,19648,1613436,10,Australia and New Zealand
Niger,1/1/2021 0:00,-1045,-58041,-584,-606,3006,-551,685,-12939,34,Sub-Saharan Africa
Norway,1/1/2021 0:00,-10669,-12265,819078,-66773,-633,-15956,-48183,708796,1207,Northern Europe
United States of America,3/1/2020 0:00,283189,1311101,-871791,-723606,-193761,862111,-808533,-97399,0,Northern America
Russian Federation,3/1/2020 0:00,-245897,737324,282029,-447710,-32023,-81641,-189015,66958,0,Eastern Europe
Paraguay,1/1/2021 0:00,-513,94464,-341,-117,-820,89486,-1622,224734,1392,Latin America and the Caribbean
Poland,1/1/2021 0:00,123279,126294,-30494,-84184,-40979,294560,-29234,403439,3252,Eastern Europe
Portugal,1/1/2021 0:00,-22980,-81930,-73049,-8426,-3008,-71228,-29406,-245830,5279,Southern Europe
Czechia,3/1/2020 0:00,17719,38593,-6259,-69686,23457,-101901,-55953,-110139,0,Eastern Europe
Romania,1/1/2021 0:00,-47832,151332,-17177,-65991,38667,-46764,-55661,771,2793,Eastern Europe
Serbia,1/1/2021 0:00,-1190,84293,-3348,30401,3402,-4949,-2649,150157,6892,Southern Europe
Seychelles,1/1/2021 0:00,-1821,-462,-6442,-159,117,-1317,-765,33348,657,Sub-Saharan Africa
Singapore,1/1/2021 0:00,-72049,-18611,-51098,-59690,-18401,-59598,-59499,-294749,45,South-eastern Asia
Slovakia,1/1/2021 0:00,-11659,37029,-4335,-28725,9940,-37763,-25324,-16640,15864,Eastern Europe
Slovenia,1/1/2021 0:00,3446,1800,-3935,-10721,7222,-3323,-9334,29352,9811,Southern Europe
Bolivia (Plurinational State of),3/1/2020 0:00,-735,5486,-896,10978,-581,2820,263,61226,0,Latin America and the Caribbean
South Africa,1/1/2021 0:00,7464,5690,14968,241250,-7302,-7855,9799,308211,2870,Sub-Saharan Africa
Spain,1/1/2021 0:00,-35240,-220646,-231310,636009,1010,773526,955601,1923147,2803,Southern Europe
Sweden,1/1/2021 0:00,-42659,16208,-35816,-81925,-552,-63055,-71602,-235204,6915,Northern Europe
Switzerland,1/1/2021 0:00,9124,-19778,-41784,-112538,-12995,-32514,-87167,-253455,5543,Western Europe
Thailand,1/1/2021 0:00,-31116,220930,-189461,145009,65668,75423,22452,353102,44,South-eastern Asia
"Taiwan, Province of China",3/1/2020 0:00,-57685,-106023,5101,-23113,-643,-149371,-2953,-290796,0,Eastern Asia
Turkey,1/1/2021 0:00,40301,-265670,84629,352876,-32872,45361,99456,368278,2808,Western Asia
United Kingdom of Great Britain and Northern Ireland,1/1/2021 0:00,-190257,-144609,-159640,-535748,9571,-212876,-370687,-1560049,8311,Northern Europe
"Korea, Republic of",3/1/2020 0:00,-78245,-289795,-210466,-193727,-4851,-419971,-42850,-1196014,0,Eastern Asia
Zambia,1/1/2021 0:00,-516,2770,-8302,-352,568,454,255,39074,128,Sub-Saharan Africa
Argentina,2/1/2021 0:00,81048,620494,145234,19302,1134,226300,38645,1176385,2772,Latin America and the Caribbean
Armenia,2/1/2021 0:00,-1618,-3286,2463,-3198,143,-3593,989,36128,813,Western Asia
Australia,2/1/2021 0:00,120211,914191,-22849,51502,73715,746612,135878,2063488,4,Australia and New Zealand
Austria,2/1/2021 0:00,52811,15907,-20700,-72876,-8850,38855,-53827,-4452,2276,Western Europe
Cabo Verde,3/1/2020 0:00,-3711,-2510,-746,-1275,-34,-2637,-1228,31750,0,Sub-Saharan Africa
Bahrain,2/1/2021 0:00,-5231,-8212,-1144,-13301,-1189,-13548,-8160,-6557,3227,Western Asia
Curaçao,3/1/2020 0:00,-2288,-556,-1638,-2112,-47,-4420,-1599,31231,0,Latin America and the Caribbean
Barbados,2/1/2021 0:00,-1342,-2592,-1216,-1564,112,-1992,-1065,34569,1609,Latin America and the Caribbean
Belgium,2/1/2021 0:00,35100,-154289,-55306,-63730,1327,140383,3123,-49164,2721,Western Europe
Aruba,3/1/2020 0:00,-3138,-639,-1820,-1943,-26,-3955,-1951,30419,0,Latin America and the Caribbean
Belize,2/1/2021 0:00,-1712,-2397,1572,2627,-162,-84,558,44630,872,Latin America and the Caribbean
Benin,2/1/2021 0:00,-557,-43792,-10443,25,-100,-10030,-193,-20862,39,Sub-Saharan Africa
Macao,3/1/2020 0:00,-4578,-2257,-6277,-5245,-3405,-12541,-4141,5447,0,Eastern Asia
Bosnia and Herzegovina,2/1/2021 0:00,-3361,-9334,-1058,-5795,-3605,-11116,-5679,4280,1261,Southern Europe
Brazil,2/1/2021 0:00,-21775,22302,-93297,23778,3780,1139949,-24359,1094606,3353,Latin America and the Caribbean
Hong Kong,3/1/2020 0:00,-102270,-32139,-144259,-115921,-30935,-371008,-69482,-822123,0,Eastern Asia
Bulgaria,2/1/2021 0:00,-5789,90200,-5643,-16468,351,-28847,-12362,65670,1044,Eastern Europe
Burkina Faso,2/1/2021 0:00,-2136,-11118,-1823,10154,-83,-15,-924,38283,66,Sub-Saharan Africa
Cambodia,2/1/2021 0:00,-5052,26192,-555,14075,-2378,-2333,773,74950,1,South-eastern Asia
Canada,2/1/2021 0:00,-15695,516779,96433,-355478,77610,368322,40323,772522,1783,Northern America
Chile,2/1/2021 0:00,-19669,-101227,423538,818373,2423,-43178,8985,1133473,2974,Latin America and the Caribbean
China,2/1/2021 0:00,-516003,-1181280,-152850,-816937,-15649,-2153144,369756,-4421879,1,Eastern Asia
Colombia,2/1/2021 0:00,-7858,-174975,-13047,75064,12552,-5598,-8274,-77908,3538,Latin America and the Caribbean
Costa Rica,2/1/2021 0:00,6559,-18502,2001,180138,-874,3038,11045,227633,1664,Latin America and the Caribbean
Croatia,2/1/2021 0:00,-18503,24273,29986,-15496,8487,-20643,-14761,37571,1811,Southern Europe
Cyprus,2/1/2021 0:00,18602,-12576,-2193,-2469,27,-3655,177,42141,2190,Western Asia
Denmark,2/1/2021 0:00,148058,8017,41256,-63232,103137,303196,-39761,544899,1560,Northern Europe
United States of America,4/1/2020 0:00,229832,1568167,-801490,-634826,-150428,809600,-594558,470219,0,Northern America
Ecuador,2/1/2021 0:00,-1079,-56537,331209,303292,-1894,-697,14399,632921,1081,Latin America and the Caribbean
El Salvador,2/1/2021 0:00,-19745,-20429,284,-8328,-216,-18400,-10346,-32952,577,Latin America and the Caribbean
Russian Federation,4/1/2020 0:00,-196139,1188057,277313,-355068,-11157,-58115,-180061,708752,0,Eastern Europe
Estonia,2/1/2021 0:00,12811,1414,2740,-9288,2718,-7413,-4037,43173,5457,Northern Europe
Eswatini,2/1/2021 0:00,-2032,-4808,-186,-251,-15,-321,-1058,35557,2232,Sub-Saharan Africa
Ethiopia,2/1/2021 0:00,-162,-107465,-16,-370,2187,5527,49914,-6157,58,Sub-Saharan Africa
Fiji,2/1/2021 0:00,-3102,-1762,4427,-592,-199,-3143,-1155,38702,0,Melanesia
Czechia,4/1/2020 0:00,19355,49597,-4592,-61808,18893,-74760,-54286,-63679,0,Eastern Europe
Finland,2/1/2021 0:00,9922,1437,-10018,-47022,-422,-50,-28910,-30835,897,Northern Europe
France,2/1/2021 0:00,253703,740067,-262590,-381290,155206,-63799,-131865,353660,4256,Western Europe
Georgia,2/1/2021 0:00,-4661,-11518,-1355,7900,3326,-5657,-1166,31097,2622,Western Asia
Germany,2/1/2021 0:00,97742,-75253,-229657,-794587,-15237,125249,-689121,-1536636,2061,Western Europe
Greece,2/1/2021 0:00,-801,-20965,15490,89746,-3140,-90338,-890,33330,826,Southern Europe
Hungary,2/1/2021 0:00,5369,205645,-3914,-27488,20511,39894,-17679,266566,1661,Eastern Europe
Bolivia (Plurinational State of),4/1/2020 0:00,-1060,5639,-827,10620,-730,3342,1573,62479,0,Latin America and the Caribbean
Iceland,2/1/2021 0:00,329,-1788,153488,-4812,1811,-172,-2668,190416,114,Northern Europe
Indonesia,2/1/2021 0:00,-55513,-274949,235028,34493,-44460,-37929,-15863,-114965,623,South-eastern Asia
Ireland,2/1/2021 0:00,80339,-24215,46409,-34678,16281,249900,-18196,360068,4558,Northern Europe
Israel,2/1/2021 0:00,-14070,-62845,-39508,56460,-17080,-83168,8044,-107939,10117,Western Asia
Italy,2/1/2021 0:00,6780,-187227,-351844,74887,-138691,-165836,56307,-661396,2830,Southern Europe
Japan,2/1/2021 0:00,-135325,-470545,-571913,-176100,-16405,-679351,-184144,-2189555,447,Eastern Asia
Kazakhstan,2/1/2021 0:00,-18245,98449,-7267,-33141,3078,-5968,-948,80186,1056,Central Asia
Kyrgyzstan,2/1/2021 0:00,1885,-4727,258,-2096,-1562,-3346,-490,34150,213,Central Asia
Latvia,2/1/2021 0:00,8073,38245,-14151,-8673,2843,-6762,803,64606,5755,Northern Europe
"Taiwan, Province of China",4/1/2020 0:00,-57400,-115000,4430,-30839,-1799,-136026,-3501,-296213,0,Eastern Asia
Lithuania,2/1/2021 0:00,18793,97857,-2091,-13190,1642,-6116,472,141595,4604,Northern Europe
Luxembourg,2/1/2021 0:00,1796,-6101,-7506,-18445,3165,-10988,-8575,-2426,2903,Western Europe
Madagascar,2/1/2021 0:00,-2193,-27048,8596,192,-61,-8,827,24533,27,Sub-Saharan Africa
"Korea, Republic of",4/1/2020 0:00,-92453,-293556,-234166,-196628,-4588,-401866,-46338,-1225673,0,Eastern Asia
Malaysia,2/1/2021 0:00,-36997,-136028,-31185,-46005,10752,-56799,-67542,-319576,1752,South-eastern Asia
Malta,2/1/2021 0:00,-3836,-1271,-179,-3232,1,-3923,-1465,30323,4427,Southern Europe
Mauritius,2/1/2021 0:00,-7219,-7698,-10854,-1855,125,-3272,-4041,9414,20,Sub-Saharan Africa
Morocco,2/1/2021 0:00,-19991,-173207,139078,173361,-7402,-1310,121408,276165,302,Northern Africa
Namibia,2/1/2021 0:00,-3611,-9287,62431,-1434,5028,689,-2203,95841,1320,Sub-Saharan Africa
Netherlands,2/1/2021 0:00,434586,-243828,66538,-85343,66299,478535,254002,1015017,3794,Western Europe
New Zealand,2/1/2021 0:00,922772,-18759,78696,23008,1940,573680,33848,1659413,9,Australia and New Zealand
Niger,2/1/2021 0:00,-652,-61913,-540,-585,2863,-657,358,-16898,13,Sub-Saharan Africa
Norway,2/1/2021 0:00,-12379,-9932,955593,-64357,-794,-15240,-43584,853535,774,Northern Europe
Aruba,4/1/2020 0:00,-1912,-454,-1159,-1288,-3,-1894,-1138,36074,0,Latin America and the Caribbean
Macao,4/1/2020 0:00,-5057,-3062,-7014,-6057,-2352,-12822,-4381,3177,0,Eastern Asia
Paraguay,2/1/2021 0:00,-66,67346,-240,48,-523,113215,-2231,221777,1550,Latin America and the Caribbean
Hong Kong,4/1/2020 0:00,-121107,-29544,-152867,-126636,-32280,-292733,-88432,-799677,0,Eastern Asia
Poland,2/1/2021 0:00,137632,177061,-45396,-61221,-49701,305388,-20732,487259,2037,Eastern Europe
Portugal,2/1/2021 0:00,-3390,-67966,-65699,-19384,18276,-53307,-16510,-163752,16701,Southern Europe
Romania,2/1/2021 0:00,-55083,144425,-19971,-70081,20665,-58634,-66608,-61059,1825,Eastern Europe
Serbia,2/1/2021 0:00,-2010,84951,-2758,36378,3190,-6466,-5046,152467,3331,Southern Europe
Seychelles,2/1/2021 0:00,-1266,-405,-8007,-306,49,-1430,-679,32184,5187,Sub-Saharan Africa
Singapore,2/1/2021 0:00,-65335,-12850,-37714,-42316,-16027,-63632,-53016,-246662,80,South-eastern Asia
Slovakia,2/1/2021 0:00,-14661,46997,-4954,-27163,6557,-40293,-28677,-17966,12862,Eastern Europe
Slovenia,2/1/2021 0:00,239,-2130,-5528,-10139,14620,-813,-9102,31375,8376,Southern Europe
South Africa,2/1/2021 0:00,3897,-26295,28078,270703,-8781,-11260,13550,314120,1822,Sub-Saharan Africa
United States of America,5/1/2020 0:00,244275,1646091,-1067353,-562993,-187943,505667,-628852,-7156,0,Northern America
Spain,2/1/2021 0:00,-18940,-203318,-209110,559441,-1598,814463,941837,1927003,10404,Southern Europe
Russian Federation,5/1/2020 0:00,-187031,128902,177711,-387243,-26732,-38131,-186292,-474864,0,Eastern Europe
Sweden,2/1/2021 0:00,-55108,1493,-27760,-79841,817,-67130,-68224,-251525,4279,Northern Europe
Switzerland,2/1/2021 0:00,8624,-34121,-46911,-109345,-6304,-33026,-87093,-263948,2887,Western Europe
Czechia,5/1/2020 0:00,18282,44679,-6359,-64863,21246,-79352,-55106,-77521,0,Eastern Europe
Thailand,2/1/2021 0:00,-20748,69302,-175047,142843,46381,78161,38448,223568,112,South-eastern Asia
Turkey,2/1/2021 0:00,44890,-305896,89399,335631,-35539,38828,114209,325750,1084,Western Asia
United Kingdom of Great Britain and Northern Ireland,2/1/2021 0:00,-160895,-136342,-95450,-491490,4037,-175866,-380270,-1392048,5916,Northern Europe
Bolivia (Plurinational State of),5/1/2020 0:00,-2216,6812,-676,11869,-199,4401,1605,65548,0,Latin America and the Caribbean
Zambia,2/1/2021 0:00,-376,3182,-10876,-719,573,-675,42,35379,890,Sub-Saharan Africa
Argentina,3/1/2021 0:00,94835,963494,149317,20709,-498,263400,40540,1576053,1819,Latin America and the Caribbean
Armenia,3/1/2021 0:00,477,-2582,2414,-3289,280,-3108,1341,39789,998,Western Asia
Australia,3/1/2021 0:00,121701,825141,-18373,111303,92713,885626,123923,2186290,3,Australia and New Zealand
Austria,3/1/2021 0:00,58826,33339,-22255,-75819,-10018,58510,-54199,32640,2890,Western Europe
Bahrain,3/1/2021 0:00,-16866,-6698,875,-15105,-2280,-17330,-7651,-20799,5405,Western Asia
Barbados,3/1/2021 0:00,-3434,-233,-932,-1713,29,-1882,-1338,34753,2944,Latin America and the Caribbean
"Taiwan, Province of China",5/1/2020 0:00,-59810,-81136,-19876,-73368,-150,-137367,-9053,-336808,0,Eastern Asia
Belgium,3/1/2021 0:00,21504,-202652,-68302,-102514,-59,163438,2380,-141949,2820,Western Europe
Belize,3/1/2021 0:00,-1604,-52,2113,3462,-26,-49,1573,49673,341,Latin America and the Caribbean
Benin,3/1/2021 0:00,-877,-48650,-12998,3362,-28,-8902,-245,-24082,32,Sub-Saharan Africa
Bosnia and Herzegovina,3/1/2021 0:00,-4105,-10656,-984,-7663,-3854,-14509,-4789,-2304,1483,Southern Europe
"Korea, Republic of",5/1/2020 0:00,-89380,-334517,-301802,-175315,-5785,-449684,-35256,-1347787,0,Eastern Asia
Brazil,3/1/2021 0:00,-19985,-108970,-97297,42167,15729,1451010,-27965,1298945,3366,Latin America and the Caribbean
Bulgaria,3/1/2021 0:00,-8231,140571,-8355,-15879,1307,-36542,-15130,101997,2737,Eastern Europe
Cambodia,3/1/2021 0:00,-5491,37248,-445,21231,-2208,-2041,-154,92396,22,South-eastern Asia
Canada,3/1/2021 0:00,-26873,775868,118522,-419807,87392,399470,78529,1057357,1126,Northern America
Chile,3/1/2021 0:00,-31170,-77805,499856,533776,-969,-50088,2426,920282,2614,Latin America and the Caribbean
China,3/1/2021 0:00,-843751,-1253319,-114032,-462321,-7055,-3173973,388915,-5421280,0,Eastern Asia
Colombia,3/1/2021 0:00,-5713,-240559,-20763,119281,27318,-18632,-9951,-104763,1106,Latin America and the Caribbean
Costa Rica,3/1/2021 0:00,3781,-38414,706,227611,-646,-138,7670,244826,985,Latin America and the Caribbean
Croatia,3/1/2021 0:00,-19736,21581,19361,-21354,3662,-27195,-17752,2823,1308,Southern Europe
Cyprus,3/1/2021 0:00,24284,-10728,-3390,-3719,51,-4211,2913,49456,2632,Western Asia
Denmark,3/1/2021 0:00,171805,26076,49028,-74985,152284,362215,-46695,683984,1186,Northern Europe
Curaçao,5/1/2020 0:00,-1983,-674,-512,-1724,-44,-3022,-1239,34754,0,Latin America and the Caribbean
Aruba,5/1/2020 0:00,-1757,-354,-263,-1287,-3,-1469,-1255,37564,0,Latin America and the Caribbean
El Salvador,3/1/2021 0:00,-20011,-45728,-1819,-11551,619,-20502,-12504,-67240,355,Latin America and the Caribbean
Macao,5/1/2020 0:00,-4231,-3312,-8625,-7408,-4427,-12953,-4596,-1600,0,Eastern Asia
Estonia,3/1/2021 0:00,16256,21125,3818,-11555,2425,-6847,-7611,61867,10414,Northern Europe
Eswatini,3/1/2021 0:00,-2550,-8957,-229,-117,-220,-424,-1647,30112,383,Sub-Saharan Africa
Ethiopia,3/1/2021 0:00,-2052,-73101,-96,-3103,3031,6964,46722,22621,103,Sub-Saharan Africa
Hong Kong,5/1/2020 0:00,-109696,-36425,-191275,-98642,-38190,-330504,-95465,-856245,0,Eastern Asia
Fiji,3/1/2021 0:00,-3461,-6603,4406,-1177,-103,-5196,-1909,30213,3,Melanesia
Finland,3/1/2021 0:00,8453,4703,-19470,-50196,-135,973,-31421,-42837,1334,Northern Europe
France,3/1/2021 0:00,310214,806560,-371140,-433783,186274,-86021,-131564,324796,4314,Western Europe
Georgia,3/1/2021 0:00,-6264,-8951,-2869,5422,405,-5427,-1885,24687,1306,Western Asia
Germany,3/1/2021 0:00,134868,-11919,-274417,-830562,-31848,50393,-766919,-1686148,1295,Western Europe
Greece,3/1/2021 0:00,17643,-27352,19282,91386,-5469,-72076,1738,69408,1875,Southern Europe
Hungary,3/1/2021 0:00,4561,199377,-3621,-22001,21173,45284,-17307,271722,4580,Eastern Europe
Iceland,3/1/2021 0:00,234,-2693,224736,-5241,2343,220,-3541,260314,44,Northern Europe
Indonesia,3/1/2021 0:00,-57112,-342924,286436,3340,-44867,-52542,-24263,-187676,425,South-eastern Asia
United States of America,6/1/2020 0:00,246541,1451210,-1290368,-610964,-185294,388053,-584637,-541476,0,Northern America
Ireland,3/1/2021 0:00,146606,-49420,61109,-46126,8387,274208,-14829,424191,1981,Northern Europe
Israel,3/1/2021 0:00,-19394,-61011,-43463,50420,-42252,-99765,40627,-130582,5345,Western Asia
Italy,3/1/2021 0:00,59584,-205499,-458036,-3144,-173768,-233609,81669,-888547,3465,Southern Europe
Russian Federation,6/1/2020 0:00,-211954,48751,196861,-477697,-6160,-28690,-140886,-575792,0,Eastern Europe
Japan,3/1/2021 0:00,-152044,-673519,-614841,-271527,-12965,-762619,-211261,-2654520,124,Eastern Asia
Kazakhstan,3/1/2021 0:00,-21618,120247,-10990,-34966,7225,-11266,-6652,86236,602,Central Asia
Czechia,6/1/2020 0:00,19570,40610,-4432,-62791,24552,-87650,-41779,-67937,0,Eastern Europe
Kyrgyzstan,3/1/2021 0:00,4775,-4797,1089,-5257,-365,-4072,-2,35627,119,Central Asia
Latvia,3/1/2021 0:00,8314,53908,-6246,-11000,2373,-8080,-7995,75530,5075,Northern Europe
Lithuania,3/1/2021 0:00,18501,23059,-882,-16706,2376,-12915,-206,57483,3146,Northern Europe
Luxembourg,3/1/2021 0:00,5812,-5214,-8531,-21090,3670,-12211,-9752,-3060,4028,Western Europe
Madagascar,3/1/2021 0:00,-1310,-34596,8452,-56,-115,-18,476,17089,8,Sub-Saharan Africa
Malaysia,3/1/2021 0:00,-32334,-172720,-41734,-67896,10255,-87361,-60905,-408439,1102,South-eastern Asia
Bolivia (Plurinational State of),6/1/2020 0:00,-596,6579,-828,11286,-722,2312,1238,63252,0,Latin America and the Caribbean
Malta,3/1/2021 0:00,-4791,-4313,-242,-4052,23,-5569,-2233,23079,5255,Southern Europe
Mauritius,3/1/2021 0:00,-8539,-12738,-21100,-3562,2980,-3314,-3334,-5351,14,Sub-Saharan Africa
Morocco,3/1/2021 0:00,-27524,-359029,161265,165155,-6764,-833,145995,122521,138,Northern Africa
Namibia,3/1/2021 0:00,-3928,-9478,51413,151,8067,201,-2633,88049,1085,Sub-Saharan Africa
Netherlands,3/1/2021 0:00,505120,-288487,103774,-75505,71623,600834,435825,1397440,3550,Western Europe
New Zealand,3/1/2021 0:00,1122373,-20455,90630,200686,14761,644684,59332,2156267,9,Australia and New Zealand
Niger,3/1/2021 0:00,-2132,-56139,-469,-1307,3046,-766,3677,-9834,2,Sub-Saharan Africa
Norway,3/1/2021 0:00,-15477,-15882,1189236,-76963,-2221,-22070,-53742,1047137,893,Northern Europe
"Taiwan, Province of China",6/1/2020 0:00,-59540,-93748,9897,-59937,-200,-125749,-18265,-303559,0,Eastern Asia
Paraguay,3/1/2021 0:00,-365,48942,-725,822,-1013,151989,-3587,240319,2127,Latin America and the Caribbean
"Korea, Republic of",6/1/2020 0:00,-74856,-351183,-247165,-152255,-4527,-346042,-31829,-1163874,0,Eastern Asia
Poland,3/1/2021 0:00,158057,178645,-17685,-81711,-63559,358456,-35466,540993,3182,Eastern Europe
Portugal,3/1/2021 0:00,-23100,-101589,-92493,-23391,13302,-77495,-23531,-284041,1760,Southern Europe
Romania,3/1/2021 0:00,-58440,176340,-26061,-82430,33271,-72054,-82958,-68076,2133,Eastern Europe
Serbia,3/1/2021 0:00,-1948,116794,-4530,40052,4214,-8114,-7519,183205,5896,Southern Europe
Seychelles,3/1/2021 0:00,-1679,-646,-11422,-580,75,-983,-857,28164,7340,Sub-Saharan Africa
Singapore,3/1/2021 0:00,-71151,-28890,-45689,-52727,-17701,-79242,-51036,-302180,25,South-eastern Asia
Slovakia,3/1/2021 0:00,-18763,42497,-6189,-29818,6345,-47709,-37164,-46545,14118,Eastern Europe
Cabo Verde,6/1/2020 0:00,-3733,-4777,126,-929,-3,-1835,-825,32007,0,Sub-Saharan Africa
Slovenia,3/1/2021 0:00,1093,99,-4904,-10837,9028,-2865,-12987,22883,5072,Southern Europe
South Africa,3/1/2021 0:00,7090,-75077,22962,386516,-12276,-22277,18032,369226,351,Sub-Saharan Africa
Curaçao,6/1/2020 0:00,-2359,-969,-709,-1856,-34,-3423,-1609,33024,0,Latin America and the Caribbean
Aruba,6/1/2020 0:00,-1682,-435,-397,-1595,-12,-2674,-1598,35590,0,Latin America and the Caribbean
Spain,3/1/2021 0:00,-34278,-229523,-297653,745122,10783,887624,970974,2097305,2530,Southern Europe
Macao,6/1/2020 0:00,-4611,-2174,-7871,-7619,-4520,-13900,-5074,-1786,0,Eastern Asia
Sweden,3/1/2021 0:00,-63551,12981,-48590,-93203,1667,-72371,-82520,-301331,4813,Northern Europe
Switzerland,3/1/2021 0:00,5963,-28448,-62812,-143234,-4837,-67614,-106894,-363620,1639,Western Europe
Hong Kong,6/1/2020 0:00,-103004,-17020,-201332,-78651,-48545,-439243,-86567,-930379,0,Eastern Asia
Thailand,3/1/2021 0:00,-32911,29739,-182106,99822,46142,94423,32466,131831,19,South-eastern Asia
Turkey,3/1/2021 0:00,61090,-405748,74932,300157,-35711,41957,149745,230678,1380,Western Asia
